VSTATION,NR,DATUM,DAGNR,OBS,XTEMP,LTEMP,HTEMP,XGR,LGR,HGR,XHUM,LHUM,HHUM,NED,NEDA,XVH,XVR,SOLIN,GRD0,GRD3,GRD5,GRD7,GRD8,GRD10,BLFUKT,MT05,MT10,MT20,MT50,OBST,OBSR,OBSS,SNOW
Lilla Böslid (Lantmet),20949,20210716,197,96,24.1,16.7,31.2,,,,82.4,58.2,100,0,254,1.5,334,18.4,1499,1073,841,652,571,429,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210717,198,96,22.1,19.3,25.4,,,,82.2,67.9,100,0,254,2.4,298,18.4,1521,1092,858,667,586,441,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210718,199,96,18.4,12.5,21.3,,,,71.9,60.8,85.6,0,254,4,312,8.5,1539,1107,872,678,596,450,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210719,200,96,18.1,9.6,24.8,,,,74,53.8,99.9,0,254,1.6,349,16.1,1557,1123,885,689,606,458,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210720,201,96,17.6,10.5,22,,,,76.7,63.4,97.4,0,254,3.5,301,8.1,1575,1137,897,700,616,465,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210721,202,96,17.7,11,22.3,,,,79.1,63.1,99.3,0,254,1.6,339,16.1,1593,1152,910,711,625,473,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210722,203,96,17.2,9.8,22.9,,,,79.2,58.8,100,0,254,1.5,335,15.3,1610,1166,922,721,634,480,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210723,204,96,17.2,9.8,22.4,,,,83.2,68.9,100,0,254,1.8,351,14.2,1627,1180,934,731,644,487,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210724,205,96,19.5,10.6,26.9,,,,78.7,49.1,99.9,0,254,1.6,130,13.2,1647,1197,949,744,655,497,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210725,206,96,21,15.2,27.9,,,,71.3,48.1,96.4,0,254,4.4,117,10.4,1668,1215,965,758,668,508,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210726,207,96,21.8,16.9,27.2,,,,78,59.9,94,0,254,3.5,109,5.6,1689,1234,982,772,682,520,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210727,208,96,20.5,16.1,27.1,,,,87.8,68.8,99.9,4.6,258.6,1.5,128,7.3,1710,1251,997,786,694,530,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210728,209,96,18.6,14.8,23.7,,,,90.5,71.8,100,6.8,265.4,1.3,179,2.1,1729,1267,1011,797,705,539,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210729,210,96,17,12.8,20.4,,,,85.1,71.5,99.5,17.8,283.2,5,224,3.1,1746,1281,1023,808,714,546,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210730,211,96,18.3,15.4,20.4,,,,83.7,76,95.1,8.6,291.8,6.7,275,5,1764,1296,1036,819,724,554,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210731,212,96,17.7,14.6,20.9,,,,85.2,72.2,95.6,4.4,296.2,2.4,233,3.8,1782,1311,1049,829,734,562,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210801,213,96,17.3,13.8,20,,,,70.7,63.4,76.9,2.4,298.6,5.3,268,7.6,1799,1325,1061,840,743,569,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210802,214,96,16.7,12.2,19.6,,,,79.5,68.9,96.7,8,306.6,4.1,306,9.4,1816,1339,1073,850,752,576,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210803,215,96,16,11.5,18.9,,,,75,62.5,95.4,0,306.6,2,296,11.5,1832,1352,1084,858,760,582,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210804,216,96,15.5,8.9,19.4,,,,80.3,68.7,98.2,0,306.6,2.3,314,13,1847,1364,1094,867,768,587,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210805,217,96,15.8,6.6,22.4,,,,78,55.5,100,0,306.6,2,25,11.7,1863,1377,1105,876,775,594,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210806,218,96,17.1,11.3,23.3,,,,77.3,57.4,97.1,0,306.6,3.5,112,5.2,1880,1391,1117,886,784,601,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210807,219,96,16.3,9.7,21.5,,,,79.9,54.7,96.7,0,306.6,1.7,138,3.4,1896,1404,1129,895,793,607,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210808,220,96,17,12.5,20.5,,,,90.6,77.2,99.9,1.2,307.8,2.1,188,1.8,1913,1418,1141,905,802,614,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210809,221,96,16.9,12.5,21,,,,89.2,70.2,99.5,2.4,310.2,2.8,203,2.5,1930,1432,1152,915,811,621,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210810,222,96,15.3,11.6,21.5,,,,91.6,78.8,100,1.8,312,1.4,164,3.2,1945,1445,1163,923,818,626,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210811,223,96,16.8,12,20.2,,,,88.9,76,100,9,321,1.9,293,8.9,1962,1458,1175,933,827,633,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210812,224,96,17,10,22.8,,,,85.1,61.8,100,0,321,0.3,209,6.9,1979,1472,1187,943,836,640,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210813,225,96,18.5,13.9,22.7,,,,85.5,65,94.7,3.4,324.4,1.6,221,7.9,1998,1488,1200,955,846,649,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210814,226,96,17.7,12.8,21,,,,79.2,71.1,91.2,7.2,331.6,5.8,268,6.2,2015,1502,1213,965,856,656,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210815,227,96,17.1,14.3,19.7,,,,80.1,72,97.6,7.2,338.8,4.7,278,2.2,2032,1517,1225,975,865,663,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210816,228,96,15.3,12.5,17.8,,,,91.7,76.6,100,16.2,355,1,220,0.2,2048,1529,1235,984,872,669,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210817,229,96,13.9,11.2,16.5,,,,93.8,85.9,99.9,16.6,371.6,2.2,278,3.5,2062,1540,1244,991,878,673,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210818,230,96,16.1,14.4,17.9,,,,86.7,77.1,93,1.2,372.8,6.7,289,1.6,2078,1553,1255,1000,886,679,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210819,231,96,16.4,14.9,18.9,,,,75.5,64.1,86.1,0,372.8,6.3,283,7.1,2094,1566,1267,1009,895,685,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210820,232,96,16.2,14.9,19.1,,,,74.2,63.8,82.6,0,372.8,4.7,288,8.9,2110,1580,1278,1018,903,691,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210821,233,96,15.1,7.7,18.3,,,,78.6,71.2,97.3,0,372.8,1.9,304,6.4,2126,1592,1288,1026,910,697,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210822,234,96,14.4,5.6,22.6,,,,82.4,54,100,0,372.8,0.1,39,11,2140,1603,1297,1034,917,702,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210823,235,96,16.6,9.2,23.1,,,,73,42.3,99.9,0,372.8,0.6,71,9.7,2157,1617,1309,1044,925,708,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210824,236,96,15,6.7,20.1,,,,83.2,60.1,99.5,0,372.8,1,296,10.8,2172,1629,1319,1052,933,714,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210825,237,96,16.6,12.2,21.9,,,,85.8,74.2,95.5,10.2,383,3.4,300,3.7,2188,1642,1330,1061,941,721,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210826,238,96,13.4,10.9,16.2,,,,82.6,78.1,88.2,0,383,2.6,11,3.8,2202,1653,1339,1068,947,724,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210827,239,96,15.4,13.2,19.5,,,,87.8,75.6,94.4,0,383,3.2,52,0.4,2217,1665,1349,1076,954,729,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210828,240,96,15,14.1,16.7,,,,89.4,80.5,96.6,2.6,385.6,2.3,40,1.1,2232,1677,1359,1084,961,734,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210829,241,96,16.8,14.1,19.7,,,,87.4,77.4,95.1,0,385.6,1.4,53,1.7,2249,1691,1371,1094,970,741,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210830,242,96,17,10.6,22.9,,,,77.9,51.5,97,0,385.6,1.1,45,8.7,2266,1705,1383,1104,979,748,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210831,243,96,16.3,7.7,24.5,,,,78.1,48.6,100,0,385.6,0.9,23,7.6,2282,1718,1394,1113,987,755,,,,,,,,,
