VSTATION,NR,DATUM,DAGNR,OBS,XTEMP,LTEMP,HTEMP,XGR,LGR,HGR,XHUM,LHUM,HHUM,NED,NEDA,XVH,XVR,SOLIN,GRD0,GRD3,GRD5,GRD7,GRD8,GRD10,BLFUKT,MT05,MT10,MT20,MT50,OBST,OBSR,OBSS,SNOW
Stockholm-arlanda (SMHI),460,20210601,152,24,11.9,5.7,16.3,,,,64.9,46,89,,,4.1,41,,545,316,209,132,103,61,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210602,153,24,14.2,6.4,19.9,,,,58.2,38,91,,,2.6,71,,558,327,218,139,109,65,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210603,154,24,15.1,4.7,21.8,,,,56.6,33,94,,,2,105,,573,339,228,147,116,71,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210604,155,24,15.3,5.2,20.6,,,,54.4,33,94,,,1.7,59,,589,351,238,156,124,78,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210605,156,24,17.4,7.4,23.4,,,,54.5,34,89,,,2,111,,606,366,251,166,133,85,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210606,157,24,18.6,11.3,24.1,,,,52.3,33,90,,,2.1,160,,625,381,264,178,144,94,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210607,158,24,18.5,12.5,24.4,,,,62.6,40,92,,,1.9,282,,643,397,278,189,154,102,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210608,159,24,16,12.1,19.4,,,,87.3,70,100,,,1.3,14,,659,410,289,198,162,108,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210609,160,24,17,10.6,20.6,,,,80.9,60,100,,,1.2,279,,675,423,300,208,171,115,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210610,161,24,18.1,11.7,22.5,,,,62.8,33,99,,,1.8,230,,693,438,313,219,181,123,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210611,162,24,18.6,12.3,23.7,,,,70.4,50,90,,,3.6,194,,710,452,325,229,190,130,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210612,163,24,14.8,10,17.6,,,,87.9,71,100,,,3.4,265,,724,463,335,237,197,135,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210613,164,24,14.5,10.2,18.8,,,,58.8,34,100,,,3.3,295,,738,475,344,244,203,140,,,,,,,,,
Stockholm-arlanda (SMHI),460,20210614,165,24,16,11.1,19.6,,,,70.6,61,82,,,5.7,219,,754,488,355,253,212,146,,,,,,,,,
